Instrument,expiration,strike_price,type,volume,open_interest,rho,theta,vega,gamma,net_delta,delta,last_price,bid_iv,bid_price,market_price,ask_price,ask_iv,underlying_price,tau,days,payoff
BTC,28-Jun-24,44000,P,0.1,177.3,3.73402,12.3804,19.96783,0.00001,,0.03952,0.0047,60.52,0.0037,0.0039,0.0041,61.8,62836,0.136986301,50,0
BTC,28-Jun-24,45000,C,,1588.5,56.41685,13.83436,22.70563,0.00001,,0.95368,0.3255,54.3,0.296,0.2978,0.2995,64.43,62836,0.136986301,50,17836
BTC,28-Jun-24,45000,P,20.4,1169.2,4.38024,13.83436,22.70563,0.00001,,0.04632,0.0045,59.53,0.0044,0.0046,0.0048,60.65,62836,0.136986301,50,0
BTC,28-Jun-24,46000,C,,131,56.98014,15.54328,25.88072,0.00001,,0.94541,0.324,55.24,0.2815,0.283,0.285,63.78,62836,0.136986301,50,16836
BTC,28-Jun-24,46000,P,26.8,262,5.168,15.54328,25.88072,0.00001,,0.05459,0.0055,58.01,0.005,0.0055,0.006,60.47,62836,0.136986301,50,0
BTC,28-Jun-24,47000,C,,310,57.44955,17.30093,29.26028,0.00001,,0.93616,0.2165,55.34,0.267,0.2683,0.27,61.82,62836,0.136986301,50,15836
BTC,28-Jun-24,47000,P,3.8,174.5,6.04963,17.30093,29.26028,0.00001,,0.06384,0.0065,57.23,0.006,0.0065,0.007,59.41,62836,0.136986301,50,0
BTC,28-Jun-24,48000,C,2.7,275.4,57.74399,19.31759,33.08429,0.00001,,0.92513,0.2125,54.89,0.2525,0.2538,0.256,61.51,62836,0.136986301,50,14836
BTC,28-Jun-24,48000,P,0.6,532.8,7.10624,19.31759,33.08429,0.00001,,0.07487,0.0115,57.12,0.0075,0.0077,0.008,58.08,62836,0.136986301,50,0
BTC,28-Jun-24,49000,C,,378.1,57.87731,21.49025,37.22822,0.00001,,0.91246,0.179,54.97,0.2385,0.2396,0.2415,60.02,62836,0.136986301,50,13836
BTC,28-Jun-24,49000,P,0.1,231.6,8.32397,21.49025,37.22822,0.00001,,0.08754,0.009,56.55,0.009,0.0092,0.0095,57.4,62836,0.136986301,50,0
BTC,28-Jun-24,50000,C,0.9,1951.8,57.95225,23.46916,41.32349,0.00001,,0.89916,0.226,54.53,0.2245,0.2254,0.2275,59.07,62836,0.136986301,50,12836
BTC,28-Jun-24,50000,P,114.6,807.4,9.60007,23.46916,41.32349,0.00001,,0.10084,0.0105,55.61,0.0105,0.0108,0.011,56.38,62836,0.136986301,50,0
BTC,28-Jun-24,51000,C,,197.7,57.66799,26.06551,46.17771,0.00002,,0.8823,0.2405,53.7,0.2105,0.2119,0.213,57.16,62836,0.136986301,50,11836
BTC,28-Jun-24,51000,P,6.4,269.7,11.23538,26.06551,46.17771,0.00002,,0.1177,0.014,55.09,0.0125,0.0129,0.013,55.78,62836,0.136986301,50,0
BTC,28-Jun-24,52000,C,,371.9,57.35016,28.29739,50.79238,0.00002,,0.86507,0.206,53.85,0.1975,0.1983,0.2,56.96,62836,0.136986301,50,10836
BTC,28-Jun-24,52000,P,7.7,366.2,12.90426,28.29739,50.79238,0.00002,,0.13493,0.0155,54.2,0.0145,0.0151,0.0155,55.46,62836,0.136986301,50,0
BTC,28-Jun-24,53000,C,,109.5,56.72373,30.87834,55.80189,0.00002,,0.84485,0.1365,53.52,0.1845,0.1854,0.1865,55.8,62836,0.136986301,50,9836
BTC,28-Jun-24,53000,P,23.8,479.1,14.88173,30.87834,55.80189,0.00002,,0.15515,0.0175,54.18,0.0175,0.0179,0.018,54.75,62836,0.136986301,50,0
BTC,28-Jun-24,54000,C,,290.9,55.92976,33.37082,60.76203,0.00002,,0.823,0.17,52.79,0.1715,0.1728,0.1745,55.93,62836,0.136986301,50,8836
BTC,28-Jun-24,54000,P,0.4,364,17.02675,33.37082,60.76203,0.00002,,0.177,0.024,53.71,0.0205,0.0209,0.0215,54.75,62836,0.136986301,50,0
BTC,28-Jun-24,55000,C,0.3,2841.6,54.94335,35.80197,65.65139,0.00002,,0.79932,0.162,52.72,0.1595,0.1606,0.162,55.14,62836,0.136986301,50,7836
BTC,28-Jun-24,55000,P,54.6,1194.8,19.3642,35.80197,65.65139,0.00002,,0.20068,0.0295,53.36,0.024,0.0244,0.025,54.33,62836,0.136986301,50,0
BTC,28-Jun-24,56000,C,0.5,159.8,53.75415,38.16741,70.4037,0.00002,,0.77377,0.132,52.68,0.148,0.1488,0.1505,54.94,62836,0.136986301,50,6836
BTC,28-Jun-24,56000,P,2.6,350.7,21.90445,38.16741,70.4037,0.00002,,0.22623,0.0285,53.09,0.028,0.0284,0.029,53.99,62836,0.136986301,50,0
BTC,28-Jun-24,57000,C,1.1,325.3,52.37019,40.42607,74.91935,0.00003,,0.74648,0.1215,51.8,0.136,0.1376,0.139,54.35,62836,0.136986301,50,5836
BTC,28-Jun-24,57000,P,10.7,338.7,24.63945,40.42607,74.91935,0.00003,,0.25352,0.0325,52.86,0.0325,0.0329,0.0335,53.71,62836,0.136986301,50,0
BTC,28-Jun-24,58000,C,,229.5,50.81298,42.51305,79.09133,0.00003,,0.71769,0.116,52.63,0.1265,0.127,0.1275,53.43,62836,0.136986301,50,4836
BTC,28-Jun-24,58000,P,6.4,411.2,27.54771,42.51305,79.09133,0.00003,,0.28231,0.0485,52.66,0.0375,0.038,0.0385,53.46,62836,0.136986301,50,0
BTC,28-Jun-24,60000,C,1.7,3408.9,47.23729,46.07569,86.08414,0.00003,,0.65649,0.1085,52.16,0.1065,0.1073,0.108,53.27,62836,0.136986301,50,2836
BTC,28-Jun-24,60000,P,12.3,1435.5,33.82549,46.07569,86.08414,0.00003,,0.34351,0.0495,52.26,0.049,0.0497,0.0505,53.37,62836,0.136986301,50,0
BTC,28-Jun-24,64000,C,10.9,300.1,38.97584,49.84508,93.13227,0.00003,,0.52801,0.0725,52.5,0.0745,0.0749,0.0755,53.19,62836,0.136986301,50,0
BTC,28-Jun-24,64000,P,4.8,310,47.49113,49.84508,93.13227,0.00003,,0.47199,0.09,52.37,0.0795,0.0801,0.081,53.39,62836,0.136986301,50,1164
BTC,28-Jun-24,65000,C,7.6,3398.7,36.82408,50.0984,93.3587,0.00003,,0.49637,0.07,52.39,0.0675,0.0683,0.069,53.41,62836,0.136986301,50,0
BTC,28-Jun-24,65000,P,3.6,1471.4,50.99394,50.0984,93.3587,0.00003,,0.50363,0.0885,52.8,0.089,0.0892,0.09,53.48,62836,0.136986301,50,2164
BTC,28-Jun-24,70000,C,168,3311.2,26.62896,47.38343,86.84632,0.00003,,0.35183,0.042,53.25,0.0415,0.0422,0.0425,53.99,62836,0.136986301,50,0
BTC,28-Jun-24,70000,P,1.2,823.5,67.94429,47.38343,86.84632,0.00003,,0.64817,0.139,52.2,0.1395,0.1417,0.1425,54.4,62836,0.136986301,50,7164
BTC,28-Jun-24,75000,C,78.8,4997.5,18.31319,40.36812,72.52112,0.00002,,0.23861,0.0255,54.71,0.0255,0.0257,0.0265,55.59,62836,0.136986301,50,0
BTC,28-Jun-24,75000,P,,419.7,83.01529,40.36812,72.52112,0.00002,,0.76139,0.1976,50.68,0.199,0.2037,0.21,60.29,62836,0.136986301,50,12164
BTC,28-Jun-24,80000,C,185.6,3344.9,12.42416,32.77519,57.05847,0.00002,,0.1605,0.017,56.01,0.0155,0.0161,0.0165,57.13,62836,0.136986301,50,0
BTC,28-Jun-24,80000,P,,121.7,95.65956,32.77519,57.05847,0.00002,,0.8395,0.2955,51.22,0.268,0.2726,0.2795,63.88,62836,0.136986301,50,17164
BTC,28-Jun-24,85000,C,30.1,2926.9,8.5271,26.17051,43.88955,0.00001,,0.1096,0.0105,58.12,0.01,0.0105,0.011,59.57,62836,0.136986301,50,0
BTC,28-Jun-24,85000,P,,8.1,106.31185,26.17051,43.88955,0.00001,,0.8904,0.477,48.34,0.3395,0.3456,0.353,68.4,62836,0.136986301,50,22164
BTC,28-Jun-24,90000,C,129.7,2433.1,5.92185,20.63741,33.40909,0.00001,,0.07584,0.007,59.96,0.0065,0.007,0.0075,61.87,62836,0.136986301,50,0
BTC,28-Jun-24,90000,P,5,104.8,115.67233,20.63741,33.40909,0.00001,,0.92416,0.435,42.97,0.4145,0.4206,0.4285,73.25,62836,0.136986301,50,27164
BTC,28-Jun-24,95000,C,7.1,1335.1,4.31227,16.8072,26.09015,0.00001,,0.05515,0.0049,62.74,0.0047,0.005,0.0055,64.67,62836,0.136986301,50,0
BTC,28-Jun-24,95000,P,,3,124.03714,16.8072,26.09015,0.00001,,0.94485,0.366,,0.4905,0.4972,0.506,79.52,62836,0.136986301,50,32164
BTC,28-Jun-24,100000,C,17.4,2979.2,3.15346,13.51686,20.2783,0.00001,,0.04027,0.0037,65.06,0.0034,0.0036,0.0038,66.32,62836,0.136986301,50,0
BTC,28-Jun-24,100000,P,,15.6,131.95119,13.51686,20.2783,0.00001,,0.95973,0.729,,0.5675,0.5743,0.5835,84.99,62836,0.136986301,50,37164
BTC,28-Jun-24,105000,C,3.6,1603,2.38779,11.13793,16.1337,,,0.03048,0.0027,67.2,0.0025,0.0027,0.0029,68.78,62836,0.136986301,50,0
BTC,28-Jun-24,105000,P,,,139.47209,11.13793,16.1337,,,0.96952,1.379,,0.6455,0.652,0.661,89.76,62836,0.136986301,50,42164
BTC,28-Jun-24,110000,C,14.4,1031.8,1.90801,9.61249,13.38938,,,0.02437,0.0023,69.86,0.002,0.0022,0.0024,71.77,62836,0.136986301,50,0
BTC,28-Jun-24,110000,P,,4.6,146.7071,9.61249,13.38938,,,0.97563,0.719,,0.7225,0.73,0.74,96.56,62836,0.136986301,50,47164
BTC,28-Jun-24,115000,C,10.4,807.8,1.54409,8.32953,11.205,,,0.01974,0.0016,72.21,0.0016,0.0018,0.002,74.48,62836,0.136986301,50,0
BTC,28-Jun-24,115000,P,,,153.82625,8.32953,11.205,,,0.98026,1.591,,0.8,0.8081,0.8185,102.14,62836,0.136986301,50,52164
BTC,28-Jun-24,120000,C,5.8,1662.5,1.25867,7.21772,9.41646,,,0.0161,0.0015,74.43,0.0013,0.0015,0.0017,77.1,62836,0.136986301,50,0
BTC,28-Jun-24,120000,P,,5.3,160.8669,7.21772,9.41646,,,0.9839,0.8,,0.8785,0.8863,0.8965,106.46,62836,0.136986301,50,57164
BTC,28-Jun-24,140000,C,5.4,930.2,0.70565,4.94159,5.72728,,,0.00907,0.0008,83.09,0.0007,0.0009,0.001,86.5,62836,0.136986301,50,0
BTC,28-Jun-24,140000,P,,0.5,188.44085,4.94159,5.72728,,,0.99093,0.887,,1.1895,1.1998,1.2125,128.65,62836,0.136986301,50,77164
BTC,28-Jun-24,160000,C,4.6,1077.4,0.35578,2.86283,3.12306,,,0.00457,0.0006,87.29,0.0003,0.0004,0.0006,93.4,62836,0.136986301,50,0
BTC,28-Jun-24,160000,P,,,215.81165,2.86283,3.12306,,,0.99543,,,1.5015,1.5136,1.5285,147.87,62836,0.136986301,50,97164
BTC,28-Jun-24,200000,C,,509.5,0.16253,1.6043,1.55,,,0.0021,0.0001,96.22,0.0001,0.0002,0.0003,105.31,62836,0.136986301,50,0
BTC,28-Jun-24,200000,P,,,270.04675,1.6043,1.55,,,0.9979,,,2.126,2.1416,2.1615,182.02,62836,0.136986301,50,137164
BTC,26-Jul-24,25000,C,,,52.36287,1.80624,3.37626,,,0.99615,,,0.609,0.6108,0.6125,101,62836,0.21369863,78,37836
BTC,26-Jul-24,25000,P,,17.2,0.59137,1.80624,3.37626,,,0.00385,0.0005,78.03,0.0003,0.0005,0.0008,87.43,62836,0.21369863,78,0
BTC,26-Jul-24,30000,C,,0.5,62.20566,3.3859,6.98929,,,0.99127,0.487,,0.5315,0.5334,0.5355,87.94,62836,0.21369863,78,32836
BTC,26-Jul-24,30000,P,,12.6,1.33943,3.3859,6.98929,,,0.00873,0.0012,72.69,0.0009,0.0011,0.0013,76.44,62836,0.21369863,78,0
BTC,26-Jul-24,35000,C,,2,71.39506,5.70386,13.01814,,,0.98208,0.445,47.63,0.4545,0.4566,0.4585,75.39,62836,0.21369863,78,27836
BTC,26-Jul-24,35000,P,9.1,47.1,2.74088,5.70386,13.01814,,,0.01792,0.0025,66.45,0.002,0.0023,0.0025,68.92,62836,0.21369863,78,0
BTC,26-Jul-24,40000,C,,,79.19656,9.39193,23.41764,,,0.96386,,44.57,0.377,0.381,0.386,73.14,62836,0.21369863,78,22836
BTC,26-Jul-24,40000,P,0.2,83.1,5.53023,9.39193,23.41764,,,0.03614,0.006,61.28,0.0043,0.0046,0.0048,62.65,62836,0.21369863,78,0
BTC,26-Jul-24,44000,C,,,83.3324,14.16832,37.04294,0.00001,,0.93587,,54.36,0.32,0.3225,0.3245,62.37,62836,0.21369863,78,18836
BTC,26-Jul-24,44000,P,0.5,4.3,9.86706,14.16832,37.04294,0.00001,,0.06413,0.008,58.28,0.008,0.0085,0.009,60.01,62836,0.21369863,78,0
BTC,26-Jul-24,45000,C,,,83.99295,15.57549,41.13928,0.00001,,0.92652,,53.77,0.3055,0.3083,0.314,66.5,62836,0.21369863,78,17836
BTC,26-Jul-24,45000,P,1,120.4,11.32469,15.57549,41.13928,0.00001,,0.07348,0.0125,57.95,0.0095,0.0099,0.01,58.74,62836,0.21369863,78,0
BTC,26-Jul-24,46000,C,,0.1,84.545,16.96183,45.33184,0.00001,,0.91649,0.24,51.23,0.29,0.2942,0.2995,64.71,62836,0.21369863,78,16836
BTC,26-Jul-24,46000,P,,100.8,12.89081,16.96183,45.33184,0.00001,,0.08351,0.015,57.33,0.011,0.0114,0.0115,58.04,62836,0.21369863,78,0
BTC,26-Jul-24,48000,C,,,84.88942,20.22422,54.85238,0.00001,,0.89181,,53.95,0.2645,0.267,0.273,63.57,62836,0.21369863,78,14836
BTC,26-Jul-24,48000,P,12.3,96.7,16.78273,20.22422,54.85238,0.00001,,0.10819,0.0155,56.62,0.015,0.0153,0.0155,57.21,62836,0.21369863,78,0
BTC,26-Jul-24,50000,C,0.2,0.4,84.59105,23.43633,64.67179,0.00001,,0.86323,0.261,51.23,0.236,0.2406,0.2445,59.75,62836,0.21369863,78,12836
BTC,26-Jul-24,50000,P,30.9,115.3,21.31743,23.43633,64.67179,0.00001,,0.13677,0.0215,55.41,0.0195,0.0201,0.0205,56.41,62836,0.21369863,78,0
BTC,26-Jul-24,52000,C,,1.1,83.28591,26.94079,75.04422,0.00002,,0.8288,0.2255,53.49,0.2135,0.2158,0.222,60.63,62836,0.21369863,78,10836
BTC,26-Jul-24,52000,P,0.4,224.7,26.86257,26.94275,75.04973,0.00002,,0.17122,0.033,55.1,0.026,0.0265,0.027,55.95,62836,0.21369863,78,0
BTC,26-Jul-24,53000,C,,,82.34414,28.6306,80.12603,0.00002,,0.80995,,51.66,0.1995,0.2039,0.208,58.49,62836,0.21369863,78,9836
BTC,26-Jul-24,53000,P,0.3,17.7,29.91886,28.6306,80.12603,0.00002,,0.19005,0.038,54.73,0.0295,0.0301,0.0305,55.53,62836,0.21369863,78,0
BTC,26-Jul-24,54000,C,,,81.18754,30.29878,85.09966,0.00002,,0.78993,,51.31,0.1875,0.1924,0.1975,58.85,62836,0.21369863,78,8836
BTC,26-Jul-24,54000,P,1.4,151.1,33.19363,30.29878,85.09966,0.00002,,0.21007,0.044,54.88,0.034,0.0342,0.035,55.63,62836,0.21369863,78,0
BTC,26-Jul-24,55000,C,,,79.83754,31.90606,89.88395,0.00002,,0.76889,,51.43,0.1765,0.1813,0.1865,58.57,62836,0.21369863,78,7836
BTC,26-Jul-24,55000,P,31.2,67.8,36.66179,31.90606,89.88395,0.00002,,0.23111,0.041,54.37,0.038,0.0387,0.0395,55.44,62836,0.21369863,78,0
BTC,26-Jul-24,56000,C,10,16.3,78.29677,33.44733,94.42741,0.00002,,0.74689,0.189,51.25,0.1655,0.1706,0.1755,58.05,62836,0.21369863,78,6836
BTC,26-Jul-24,56000,P,10,32.7,40.32073,33.44733,94.42741,0.00002,,0.25311,0.0545,54.33,0.043,0.0437,0.0445,55.34,62836,0.21369863,78,0
BTC,26-Jul-24,57000,C,,,76.57337,34.91678,98.67548,0.00002,,0.72404,,51.47,0.1555,0.1605,0.1645,57.33,62836,0.21369863,78,5836
BTC,26-Jul-24,57000,P,0.2,17.9,44.1623,34.91678,98.67548,0.00002,,0.27596,0.05,54.34,0.0485,0.0491,0.0495,54.99,62836,0.21369863,78,0
BTC,26-Jul-24,58000,C,0.5,142.8,74.71412,36.25375,102.55454,0.00002,,0.70059,0.1395,53.6,0.149,0.1507,0.1525,55.79,62836,0.21369863,78,4836
BTC,26-Jul-24,58000,P,0.8,149,48.13972,36.25375,102.55454,0.00002,,0.29941,0.064,54.1,0.054,0.0549,0.0555,55.04,62836,0.21369863,78,0
BTC,26-Jul-24,59000,C,,5.9,72.73267,37.44808,106.03242,0.00002,,0.67664,0.142,53.8,0.14,0.1413,0.143,55.62,62836,0.21369863,78,3836
BTC,26-Jul-24,59000,P,0.9,20.4,52.23934,37.44808,106.03242,0.00002,,0.32336,0.0675,54.23,0.0605,0.0611,0.062,55.14,62836,0.21369863,78,0
BTC,26-Jul-24,60000,C,1.1,21.9,70.63213,38.51517,109.08653,0.00002,,0.65229,0.131,53.75,0.131,0.1324,0.1345,55.81,62836,0.21369863,78,2836
BTC,26-Jul-24,60000,P,2.6,43,56.45805,38.51517,109.08653,0.00002,,0.34771,0.0745,54.11,0.067,0.0678,0.0685,55,62836,0.21369863,78,0
BTC,26-Jul-24,61000,C,1.8,41.6,68.42857,39.4583,111.69218,0.00002,,0.62766,0.1185,53.75,0.1225,0.124,0.1255,55.47,62836,0.21369863,78,1836
BTC,26-Jul-24,61000,P,7.6,62.8,60.77978,39.4583,111.69218,0.00002,,0.37234,0.087,54.05,0.074,0.075,0.076,55.2,62836,0.21369863,78,0
BTC,26-Jul-24,62000,C,27.8,38.9,66.11724,40.3561,113.83238,0.00002,,0.60294,0.1095,54.36,0.1155,0.1163,0.1175,55.49,62836,0.21369863,78,836
BTC,26-Jul-24,62000,P,25.6,35.6,65.20928,40.3561,113.83238,0.00002,,0.39706,0.0911,54.32,0.082,0.0829,0.0835,55.17,62836,0.21369863,78,0
BTC,26-Jul-24,63000,C,2.4,12.8,63.78437,41.0417,115.49654,0.00002,,0.57835,0.1095,54.45,0.108,0.1089,0.11,55.56,62836,0.21369863,78,0
BTC,26-Jul-24,63000,P,1.1,68.3,69.66032,41.0417,115.49654,0.00002,,0.42165,0.0985,54.09,0.0895,0.091,0.0915,55.2,62836,0.21369863,78,164
BTC,26-Jul-24,64000,C,,246.8,61.41766,41.60584,116.69435,0.00002,,0.554,0.106,54.6,0.101,0.102,0.1025,55.42,62836,0.21369863,78,0
BTC,26-Jul-24,64000,P,,12.1,74.1452,41.60584,116.69435,0.00002,,0.446,0.107,54.19,0.098,0.0997,0.1005,55.56,62836,0.21369863,78,1164
BTC,26-Jul-24,65000,C,12.2,83,59.04814,41.97792,117.44319,0.00002,,0.52994,0.097,54.8,0.0945,0.0954,0.096,55.62,62836,0.21369863,78,0
BTC,26-Jul-24,65000,P,,17.6,78.6271,41.97863,117.44545,0.00002,,0.47001,0.0965,54.36,0.107,0.1087,0.11,56,62836,0.21369863,78,2164
BTC,26-Jul-24,66000,C,0.1,90.3,56.68015,42.18502,117.76071,0.00002,,0.50624,0.079,54.81,0.088,0.0891,0.0895,55.62,62836,0.21369863,78,0
BTC,26-Jul-24,66000,P,,5,83.11327,42.18582,117.76372,0.00002,,0.49372,0.146,53.77,0.115,0.118,0.1195,56.22,62836,0.21369863,78,3164
BTC,26-Jul-24,67000,C,2,77.3,54.32292,42.23834,117.66761,0.00002,,0.48296,0.081,54.88,0.082,0.0831,0.084,55.97,62836,0.21369863,78,0
BTC,26-Jul-24,67000,P,,3.4,87.58869,42.23955,117.67134,0.00002,,0.517,0.149,54.34,0.1255,0.1276,0.129,56.25,62836,0.21369863,78,4164
BTC,26-Jul-24,68000,C,,49.9,51.98749,42.16131,117.18854,0.00002,,0.4602,0.073,55.04,0.0765,0.0776,0.078,55.86,62836,0.21369863,78,0
BTC,26-Jul-24,68000,P,,,92.04805,42.16131,117.18854,0.00002,,0.5398,,53.89,0.1345,0.1377,0.139,56.36,62836,0.21369863,78,5164
BTC,26-Jul-24,69000,C,21.7,35.5,49.68635,41.96954,116.35295,0.00002,,0.43807,0.07,55.29,0.0715,0.0724,0.073,56.12,62836,0.21369863,78,0
BTC,26-Jul-24,69000,P,,,96.46736,41.96954,116.35295,0.00002,,0.56193,,53.53,0.144,0.148,0.152,57.94,62836,0.21369863,78,6164
BTC,26-Jul-24,70000,C,1.8,136.8,47.42506,41.65037,115.18744,0.00002,,0.41653,0.066,55.37,0.0665,0.0675,0.068,56.2,62836,0.21369863,78,0
BTC,26-Jul-24,70000,P,,2.7,100.84682,41.65037,115.18744,0.00002,,0.58347,0.184,54.1,0.1555,0.1587,0.1625,57.99,62836,0.21369863,78,7164
BTC,26-Jul-24,71000,C,18.2,52.1,45.22097,41.2523,113.73284,0.00002,,0.39578,0.0555,55.55,0.062,0.063,0.0635,56.39,62836,0.21369863,78,0
BTC,26-Jul-24,71000,P,,,105.16908,41.2523,113.73284,0.00002,,0.60422,,54.21,0.1665,0.1698,0.174,58.44,62836,0.21369863,78,8164
BTC,26-Jul-24,72000,C,13.3,60.6,43.07217,40.74941,112.0123,0.00002,,0.37571,0.055,55.85,0.058,0.0587,0.059,56.42,62836,0.21369863,78,0
BTC,26-Jul-24,72000,P,,17.6,109.43605,40.74941,112.0123,0.00002,,0.62429,0.1835,54.15,0.1775,0.1812,0.1855,58.73,62836,0.21369863,78,9164
BTC,26-Jul-24,73000,C,14.1,668.6,40.99078,40.17341,110.06566,0.00002,,0.35645,0.053,56,0.054,0.0548,0.0555,56.87,62836,0.21369863,78,0
BTC,26-Jul-24,73000,P,,,113.63561,40.17341,110.06566,0.00002,,0.64355,,54.5,0.1895,0.1928,0.197,58.87,62836,0.21369863,78,10164
BTC,26-Jul-24,74000,C,43.4,138.3,38.9799,39.52878,107.92341,0.00002,,0.33798,0.0515,55.99,0.05,0.0511,0.0515,56.88,62836,0.21369863,78,0
BTC,26-Jul-24,74000,P,2,2,117.76466,39.52878,107.92341,0.00002,,0.66202,0.2275,54.41,0.201,0.2047,0.209,59.16,62836,0.21369863,78,11164
BTC,26-Jul-24,76000,C,33.1,281.2,35.18081,38.06824,103.17185,0.00002,,0.30343,0.044,56.43,0.0435,0.0445,0.045,57.36,62836,0.21369863,78,0
BTC,26-Jul-24,76000,P,,2,125.79531,38.071,103.17992,0.00002,,0.69653,0.224,52.76,0.2225,0.2293,0.2325,59.03,62836,0.21369863,78,13164
BTC,26-Jul-24,78000,C,26.8,200.5,31.6981,36.45609,97.99875,0.00002,,0.27215,0.0335,56.97,0.038,0.0388,0.0395,57.95,62836,0.21369863,78,0
BTC,26-Jul-24,78000,P,,,133.51914,36.45609,97.99875,0.00002,,0.72785,,52.6,0.2475,0.2548,0.26,60.85,62836,0.21369863,78,15164
BTC,26-Jul-24,80000,C,70.6,291.4,28.50716,34.70158,92.54729,0.00002,,0.24373,0.0325,57.34,0.033,0.0339,0.0345,58.38,62836,0.21369863,78,0
BTC,26-Jul-24,80000,P,,,140.94642,34.70158,92.54729,0.00002,,0.75627,,53.27,0.2745,0.2811,0.2845,60.31,62836,0.21369863,78,17164
BTC,26-Jul-24,82000,C,44.6,85.8,25.6102,32.88017,86.98902,0.00002,,0.21815,0.029,57.96,0.029,0.0297,0.03,58.7,62836,0.21369863,78,0
BTC,26-Jul-24,82000,P,,,148.07971,32.88017,86.98902,0.00002,,0.78185,,52.65,0.3005,0.308,0.3165,64.47,62836,0.21369863,78,19164
BTC,26-Jul-24,84000,C,14.3,54.3,23.00464,31.05699,81.47466,0.00002,,0.19532,0.025,58.15,0.025,0.026,0.0265,59.33,62836,0.21369863,78,0
BTC,26-Jul-24,84000,P,,,154.92161,31.05699,81.47466,0.00002,,0.80468,,52.66,0.328,0.3355,0.3445,65.66,62836,0.21369863,78,21164
BTC,26-Jul-24,85000,C,45.3,930,21.83284,30.20743,78.8352,0.00002,,0.18512,0.023,58.48,0.0235,0.0244,0.025,59.71,62836,0.21369863,78,0
BTC,26-Jul-24,85000,P,,,158.21158,30.20743,78.8352,0.00002,,0.81488,,53.16,0.3425,0.3496,0.358,65.77,62836,0.21369863,78,22164
BTC,26-Jul-24,86000,C,16.5,108.1,20.69915,29.31686,76.1735,0.00001,,0.17527,0.0195,58.73,0.022,0.0229,0.0235,60,62836,0.21369863,78,0
BTC,26-Jul-24,86000,P,,,161.46345,29.31686,76.1735,0.00001,,0.82473,,52.59,0.356,0.3636,0.3725,66.54,62836,0.21369863,78,23164
BTC,26-Jul-24,90000,C,8.5,119.9,16.74977,25.88669,66.07148,0.00001,,0.14114,0.018,59.74,0.017,0.0179,0.018,60.72,62836,0.21369863,78,0
BTC,26-Jul-24,90000,P,,,173.8855,25.88669,66.07148,0.00001,,0.85886,,52.53,0.4135,0.4209,0.4295,68.24,62836,0.21369863,78,27164
BTC,26-Jul-24,95000,C,65.5,118.7,12.98071,22.11588,55.11134,0.00001,,0.1089,0.013,61.03,0.0125,0.0134,0.0135,62.21,62836,0.21369863,78,0
BTC,26-Jul-24,95000,P,,,188.24541,22.11588,55.11134,0.00001,,0.8911,,50.88,0.4865,0.4944,0.5035,71.42,62836,0.21369863,78,32164
BTC,26-Jul-24,100000,C,208.5,1248.3,10.17122,18.88707,45.95812,0.00001,,0.08505,0.0105,62.57,0.0095,0.0102,0.0105,63.98,62836,0.21369863,78,0
BTC,26-Jul-24,100000,P,,,201.64747,18.88468,45.9519,0.00001,,0.91497,,47.19,0.561,0.5692,0.579,75.04,62836,0.21369863,78,37164
BTC,26-Jul-24,105000,C,11.7,40.9,8.17378,16.41684,38.86458,0.00001,,0.06823,0.008,64.35,0.0075,0.0081,0.0085,66.01,62836,0.21369863,78,0
BTC,26-Jul-24,105000,P,,,214.23404,16.41684,38.86458,0.00001,,0.93177,,,0.636,0.645,0.655,78.45,62836,0.21369863,78,42164
BTC,26-Jul-24,110000,C,13,238.1,6.68576,14.41062,33.19732,0.00001,,0.05576,0.0055,66.03,0.006,0.0066,0.007,67.97,62836,0.21369863,78,0
BTC,26-Jul-24,110000,P,,,226.31291,14.41062,33.19732,0.00001,,0.94424,,,0.712,0.7214,0.7315,81.83,62836,0.21369863,78,47164
BTC,26-Jul-24,120000,C,19.2,70.9,4.60903,11.20878,24.60232,,,0.03839,0.0048,69.47,0.0041,0.0045,0.0047,71.05,62836,0.21369863,78,0
BTC,26-Jul-24,120000,P,,,249.57134,11.20878,24.60232,,,0.96161,,,0.865,0.8752,0.8855,88.49,62836,0.21369863,78,57164
BTC,27-Sep-24,10000,C,,1.2,38.06912,0.64536,1.60898,,,0.9988,0.867,,0.845,0.8469,0.8485,141.46,62836,0.38630137,141,52836
BTC,27-Sep-24,10000,P,0.4,295,0.37286,0.64536,1.60898,,,0.0012,0.0003,108.53,0.0002,0.0003,0.0004,116.59,62836,0.38630137,141,0
BTC,27-Sep-24,15000,C,,0.2,56.91931,1.03593,3.09184,,,0.99754,0.7575,,0.7685,0.7705,0.772,112.54,62836,0.38630137,141,47836
BTC,27-Sep-24,15000,P,,233.6,0.74365,1.03593,3.09184,,,0.00246,0.0004,88.81,0.0003,0.0005,0.0008,99.24,62836,0.38630137,141,0
BTC,27-Sep-24,18000,C,,1,68.05959,1.40651,4.56667,,,0.99621,0.7275,,0.7225,0.7247,0.7265,102.44,62836,0.38630137,141,44836
BTC,27-Sep-24,18000,P,,50.9,1.13596,1.40651,4.56667,,,0.00379,0.0019,84.3,0.0006,0.0007,0.0011,90.9,62836,0.38630137,141,0
